ID,Name,ARI
0,Язык и коммуникации/Язык и коммуникации/Знаковая система.docx,16.657560626703006
1,Язык и коммуникации/Язык и коммуникации/Звук.docx,12.98841751467711
2,Язык и коммуникации/Язык и коммуникации/Знак.docx,11.511390605044706
3,Язык и коммуникации/Язык и коммуникации/Двойное членение.docx,13.829505167027161
4,Язык и коммуникации/Язык и коммуникации/Языковая картина мира.docx,17.08831437969925
5,Язык и коммуникации/Язык и коммуникации/Язык.docx,13.423286920396668
6,Язык и коммуникации/Язык и коммуникации/Невербальная коммуникация.docx,15.471178571428569
7,Язык и коммуникации/Язык и коммуникации/Семиозис.docx,12.718875964010277
8,Язык и коммуникации/Язык и коммуникации/Означающее.docx,12.793407407407408
9,Язык и коммуникации/Грамматика/Грамматика.docx,16.03298037383177
10,Язык и коммуникации/Грамматика/Слово.docx,12.283730524642285
11,Язык и коммуникации/Грамматика/Словарь.docx,13.229538961038964
12,Язык и коммуникации/Грамматика/Предложение.docx,16.370920843309932
13,"Энергия/Энергия/Энергия Земли, Луны.docx",12.036228760597643
14,Энергия/Энергия/Ядерный реактор.docx,12.209840642349935
15,Энергия/Энергия/Хранение энергии.docx,15.516863514644186
16,Энергия/Энергия/Энергия ветра и воды (образец).docx,12.466300631017795
17,Энергия/Энергия/Энергия Солнца на Земле_Биомасса.docx,15.362014111357036
18,Энергия/Энергия/Искусственное освещение.docx,13.862242697124572
19,Энергия/Энергия/Энергия атомных ядер.docx,13.373318481012658
20,Энергия/Энергия/Водородная энергетика.docx,14.900070589064924
21,Энергия/Энергия/Электроэнергия.docx,16.91591459627329
22,Наука/Наука/Научные ценности.docx,15.912510432700524
23,Наука/Наука/Трансляция и популяризация научного знания.docx,16.93903918477386
24,Наука/Наука/Научные коллективы.docx,16.856387862137865
25,Наука/Наука/Репутация.docx,15.606940084835632
26,Наука/Наука/Научное открытие.docx,15.047334598201035
27,Наука/Наука/Научная теория.docx,16.216802078034814
28,Наука/Наука/Развитие научного знания.docx,16.377948456435494
29,Наука/Наука/Возникновение науки.docx,14.738671087184875
30,Наука/Наука/Наука и технологии.docx,16.350180937655196
31,Наука/Наука/Наука и другие социальные институты.docx,15.952480166264696
32,Наука/Наука/Измерения в науке.docx,16.499871605059322
33,Наука/Наука/Междисциплинарность.docx,18.79831427582485
34,Наука/Наука/Этические аспекты науки.docx,18.5261026926192
35,Наука/Наука/Научный метод.docx,16.653874625199112
36,Наука/Наука/Научный закон.docx,14.918187864175202
37,Мозг/Электрические и химические принципы работы мозга/Строение и работа синапса.docx,15.844490559052206
38,Мозг/Электрические и химические принципы работы мозга/Электрич химич принципы.docx,15.835378036817325
39,Мозг/Электрические и химические принципы работы мозга/Потенциал покоя и потенциал действия нейрона.docx,14.865465679190756
40,Мозг/Электрические и химические принципы работы мозга/На чем основана современная психофармакология.docx,17.048392857142858
41,Мозг/Электрические и химические принципы работы мозга/Проведение потенциала действия_ принципы и механиз.docx,15.779605015304925
42,Мозг/Электрические и химические принципы работы мозга/Медиаторы периферической нервной системы.docx,15.667476920386989
43,Мозг/Электрические и химические принципы работы мозга/Медиаторы ЦНС.docx,15.974000378931414
44,"Мозг/Сенсорные системы/СЛУХ, ВНУТРЕННЕЕ УХО, ВИСОЧНАЯ КОРА.docx",12.9439983017187
45,Мозг/Сенсорные системы/ОБОНЯНИЕ и ВКУС.docx,13.427637628554145
46,"Мозг/Сенсорные системы/БОЛЕВАЯ, КОЖНАЯ И МЫШЕЧНАЯ ЧУВСТВИТЕЛЬНОСТЬ.docx",14.726818220140517
47,"Мозг/Сенсорные системы/ЗРЕНИЕ, ГЛАЗ, ЗАТЫЛОЧНАЯ КОРА.docx",14.348616710092408
48,Мозг/Сенсорные системы/АНАЛИЗ СЕНСОРНЫХ ПРИЗНАКОВ И УЗНАВАНИЕ ОБРАЗОВ.docx,14.313184603174612
49,Мозг/Гомеостаз/СИМПАТИЧЕСКАЯ И ПАРАСИМПАТИЧЕСКАЯ СИСТЕМЫ.docx,17.945940836543752
50,"Мозг/Гомеостаз/ГИПОТАЛАМУС, ГИПОФИЗ И НЕЙРОЭНДОКРИННОЕ ВЗАИМОДЕЙС.docx",15.506409247276595
51,Мозг/Гомеостаз/ВНУТРЕННЯЯ ЧУВСТВИТЕЛЬНОСТЬ И ВЕГЕТАТИВНЫЕ РЕФЛЕКС.docx,17.334623805256868
52,Мозг/Биологические потребности/Потребности_ психология.docx,16.429060518533802
53,Мозг/Биологические потребности/Потребности и гормональный фон.docx,17.050151225535025
54,"Мозг/Биологические потребности/Потребности витальные, зоосоциальные, саморазвития.docx",17.702495436664048
55,"Мозг/Биологические потребности/Подкрепление, эмоции, доминанта.docx",15.957739490354165
56,Мозг/Биологические потребности/Принятие решений и поведение_ Биологические потреб.docx,17.766123248888107
57,Мозг/Биологические потребности/Потребности_ этологический подход.docx,18.814197353603607
58,Мозг/Биологические потребности/Принятие решений и поведение_ Биологические потреб(1).docx,16.45765564486664
59,Материя/Материя/Фундаментальные силы.docx,15.630898670096322
60,Материя/Материя/Смешивание поколений кварков и лептонов.docx,17.148044475138118
61,Материя/Материя/Кварки и лептоны.docx,10.808452736318406
62,Материя/Материя/Массы частиц.docx,13.472807567927987
63,Материя/Материя/Материя и антиматерия.docx,12.631820167086431
64,Материя/Материя/Атомное ядро.docx,15.489149748382454
65,Материя/Вещество и его состояния/Твёрдое состояние вещества.docx,16.600838888358318
66,Материя/Вещество и его состояния/Плазма.docx,18.573988966318236
67,Материя/Вещество и его состояния/Вещество_.docx,18.13957160191369
68,Материя/Вещество и его состояния/Другие состояния вещества.docx,17.328668978805403
69,Материя/Вещество и его состояния/Жидкое состояние вещества.docx,13.742188186813188
70,Материя/Вещество и его состояния/Газообразное состояние.docx,14.971045705521467
71,Материалы/Экстремальные состояния вещества/Экстремальные состояния вещества.docx,11.41768542510122
72,Материалы/Экстремальные состояния вещества/Лабораторные способы создания экстремальных ус.docx,12.948159243763197
73,Материалы/Экстремальные состояния вещества/Влияние высоких плотностей энергии на структур.docx,8.931954966993615
74,Материалы/Экстремальные состояния вещества/Дезинтеграция связанных комплексов в составе в.docx,7.792447366514523
75,Материалы/Химические реакции/Каталитические и некаталитические реакции.docx,18.023192307692305
76,Материалы/Химические реакции/Гомогенный катализ.docx,22.76480975274725
77,Материалы/Химические реакции/Катализ в живых и неживых системах.docx,21.060806451612912
78,Материалы/Химические реакции/Гетерогенный катализ.docx,11.132214285714284
79,Материалы/Химические реакции/Химические реакции.docx,16.995023489932887
80,Материалы/Химические реакции/Биокатализ.docx,15.611484049979055
81,Материалы/Сверхпроводимость/Сверхпроводящее кольцо.docx,11.844858101629915
82,Материалы/Сверхпроводимость/Сверхпроводимость и сверхпроводники.docx,11.192321145784817
83,Материалы/Сверхпроводимость/Переход в сверхпроводящее состояние.docx,13.619091280052936
84,Материалы/Сверхпроводимость/Диссипация и диамагнетизм.docx,14.816755384063173
85,Материалы/Сверхпроводимость/Транспорт на магнитной подушке.docx,10.949208333333335
86,Материалы/Сверхпроводимость/Сверхпроводники II рода.docx,11.898496573313587
87,Материалы/Сверхпроводимость/Бозонная жидкость.docx,13.127596551724135
88,Материалы/Полезные ископаемые/Стратегические полезные ископаемые.docx,14.549129100529107
89,Материалы/Полезные ископаемые/Типы полезных ископаемых.docx,14.022509433962266
90,Материалы/Полезные ископаемые/Сферы применения полезных ископаемых.docx,16.74521014492754
91,Материалы/Полезные ископаемые/История применения полезных ископаемых.docx,11.19991452991453
92,Материалы/Полезные ископаемые/Добыча и переработка полезных ископаемых.docx,16.463823485494885
93,Материалы/Полезные ископаемые/Месторождения.docx,15.650613697772307
94,Материалы/Полезные ископаемые/Полезные ископаемые.docx,10.312201254125405
95,Материалы/Полезные ископаемые/Научно-техническая революция и требования к по.docx,15.942659810126585
96,Материалы/Низкоразмерные материалы/Низкоразмерные состояния вещества.docx,14.093315180215733
97,Материалы/Низкоразмерные материалы/Нанотрубки.docx,9.520451990632315
98,Материалы/Низкоразмерные материалы/Низкоразмерные материалы.docx,11.622254715815489
99,Материалы/Низкоразмерные материалы/Наночастицы и управление свойствами материалов.docx,11.753316837315126
100,Материалы/Низкоразмерные материалы/Графен .docx,11.04300980392157
101,Материалы/Неупорядоченные материалы/Стекла.docx,16.611901114488347
102,Материалы/Неупорядоченные материалы/Свойства неупорядоченных материалов.docx,15.281352021924484
103,Материалы/Неупорядоченные материалы/Неупорядоченные материалы и их свойства.docx,17.12218710691824
104,Материалы/Неупорядоченные материалы/Жидкие кристаллы.docx,16.21451445740957
105,Материалы/Неупорядоченные материалы/Полимеры.docx,13.88058921053999
106,Материалы/Необычные и умные материалы/Необычный и умные материалы.docx,14.721250000000005
107,Материалы/Необычные и умные материалы/Искусственное совмещение свойств материалов.docx,12.847431009149801
108,Материалы/Необычные и умные материалы/Эффект памяти формы.docx,15.062110013780432
109,Материалы/Необычные и умные материалы/Рекордные свойства материалов.docx,13.181702070949195
110,Материалы/Необычные и умные материалы/Пироэлектричество.docx,13.29997346416382
111,Материалы/Необычные и умные материалы/Пьезоэлектричество.docx,15.990841262458474
112,"Материалы/Минералы/Среда обитания, устойчивость минералов и минер.docx",16.313779264214038
113,Материалы/Минералы/Прикладные свойства минералов.docx,14.340766018306635
114,Материалы/Минералы/Минералы и минеральные виды.docx,13.586039158810735
115,Материалы/Минералы/Моделирование условий роста минералов.docx,15.357242469879516
116,Материалы/Минералы/Минералы.docx,11.533019083969464
117,Материалы/Кристаллы/Электронные микроскоп.docx,10.89299439297904
118,Материалы/Кристаллы/Связь структуры и свойств.docx,11.304770810003724
119,Материалы/Кристаллы/Распределение электронов в кристалле.docx,11.313545642729366
120,Материалы/Кристаллы/Метод дифракции лучей.docx,10.091865168539329
121,Материалы/Кристаллы/Кристаллы.docx,17.151938914027156
122,Материалы/Кристаллы/Группы симметрии.docx,8.83244354838709
123,Материалы/Кристаллы/Кристаллическая решетка.docx,13.830249299065425
124,Материалы/Кристаллы/Колебания решетки.docx,12.576490723562152
125,Материалы/Кристаллы/Квантовые жидкости и кристаллы.docx,11.001959488272915
126,Материалы/Кристаллы/Зонная структура.docx,13.496006782945745
127,Материалы/Компьютерный дизайн материалов/Неэволюционные методы предсказания структур.docx,14.34862444394392
128,Материалы/Компьютерный дизайн материалов/Зачем нужен компьютерный дизайн материалов.docx,12.625843340234644
129,Материалы/Компьютерный дизайн материалов/Эволюционные методы предсказания кристаллических с.docx,10.500085850918481
130,Материалы/Композитные материалы/Композитные материалы.docx,12.402551397205592
131,Материалы/Композитные материалы/Использование биосовместимых материалов.docx,14.738334028281365
132,Материалы/Композитные материалы/Биосовместимые материалы.docx,16.358890312163616
133,Материалы/Квазикристаллы/Свойства квазикристаллов.docx,13.977546874999994
134,Материалы/Квазикристаллы/Трансляционный и ориентационный порядок.docx,14.609481960517357
135,Материалы/Квазикристаллы/Симметрия нестандартных порядков.docx,14.089893081761005
136,Материалы/Квазикристаллы/Несоразмерные (модулированные) системы.docx,17.816705128205136
137,Материалы/Квазикристаллы/Квазикристаллы и их свойства.docx,11.567840474504244
138,Материалы/Базовые свойства вещества/Базовые свойства вещества.docx,16.82014716281722
139,Материалы/Базовые свойства вещества/Химические свойства вещества.docx,16.034464566929138
140,Материалы/Базовые свойства вещества/Физические свойства материалов.docx,18.524386581199472
141,Жизнь/Энергия жизни/Кислородное дыхание.docx,15.746850043215213
142,Жизнь/Энергия жизни/Дыхание.docx,15.979815467449832
143,Жизнь/Энергия жизни/Бескислородное дыхание.docx,16.026976726163696
144,Жизнь/Энергия жизни/АТФ.docx,14.186475269141006
145,Жизнь/Эволюция/Искусственная эволюция и синтетическая биологи.docx,11.758874756335276
146,Жизнь/Эволюция/Биологическая эволюция.docx,18.416984260304915
147,Жизнь/Эволюция/Биологическая эволюция(1).docx,13.233336372360844
148,Жизнь/Ферменты/Ферменты.docx,12.366454343744664
149,Жизнь/Ферменты/Типы ферментов.docx,15.171409420289855
150,Жизнь/Ферменты/Регуляция ферментов.docx,17.386206962192322
151,Жизнь/Происхождение жизни/LUCA.docx,12.153203815004261
152,Жизнь/Происхождение жизни/Самосборка первых биомолекул.docx,14.249855823160665
153,Жизнь/Происхождение жизни/Асимметрия живой материи.docx,14.14198065595317
154,Жизнь/Молекулы/Аномалии развития.docx,15.983541501976285
155,Жизнь/Молекулы/Возникновение молекулярного разнообразия.docx,15.242538518222467
156,Жизнь/Молекулы/Биомолекулы.docx,14.68843233082707
157,Жизнь/Молекулы/Биологическое развитие и передача сигналов.docx,15.91609468864469
158,Жизнь/Молекулы/Молекулярные машины.docx,14.099760121457484
159,Жизнь/Молекулы/Молекулярное моделирование.docx,16.772271988421288
160,Жизнь/Клетки/Механизмы ПКС (Программируемой клеточной смерти).docx,18.05661777774673
161,Жизнь/Клетки/Многоклеточность и сообщества(1).docx,13.116365717821784
162,Жизнь/Клетки/Многоклеточность и сообщества.docx,12.95989676249841
163,Жизнь/Клетки/Компоненты клетки. Органеллы.docx,16.981916219839135
164,Жизнь/Клетки/Компоненты клетки.docx,11.24903973013493
165,"Жизнь/Клетки/Два типа клеток (прокариоты, эукариоты) и их у.docx",13.60759099398215
166,Жизнь/Клетки/Клеточные технологии и их применение.docx,10.469645171696897
167,Жизнь/Клетки/Искусственные ячейки на основе природных фотос.docx,13.49035716729388
168,Жизнь/Клетки/Дифференцировка клеток.docx,17.999312044460638
169,Жизнь/Клетки/Клеточная смерть и ее значение.docx,12.840888589270506
170,Жизнь/Клетки/Клеточная организация живых организмов.docx,11.13858040308748
171,Жизнь/Клетки/Деление клетки.docx,11.725177478809819
172,Жизнь/Клетки/Апоптоз.docx,13.172510336817654
173,"Жизнь/Клетки/Хлоропласты, хлорофиллы.docx",13.411200650587112
174,Жизнь/Клетки/Специализация клеток (тканей).docx,17.420175904473354
175,Жизнь/Клетки/РНК.docx,13.323516296809983
176,Жизнь/Клетки/Происхождение жизни (клетки).docx,13.169473324213405
177,Жизнь/Клетки/Практические применения и _Омики_ (медицинская.docx,11.843390948745911
178,Жизнь/Клетки/Митохондрии как электрические станции клетки.docx,13.81680500217216
179,Жизнь/Клетки/Появление многоклеточности.docx,15.699396662882164
180,Жизнь/Клетки/Половые и соматические клетки.docx,13.830683622828785
181,Жизнь/Клетки/Липиды.docx,16.780030534351148
182,Жизнь/Клетки/Молекулярный ансамбль.docx,17.649065413943354
183,Жизнь/Клетки/Клеточное бессмертие (раковое перерождение).docx,14.523150126156438
184,Жизнь/Клетки/Каналы в клеточных мембранах.docx,14.709811671087534
185,Жизнь/Клетки/Методы изучения клеток.docx,14.351328318758256
186,Жизнь/Инфекции и вирусы/Вирусы в борьбе с патогенами.docx,13.405551523297492
187,Жизнь/Инфекции и вирусы/Болезни вызванные нарушением ПКС.docx,15.853183241252305
188,Жизнь/Инфекции и вирусы/Система рестрикции-модификации как механизм им.docx,14.544601744186044
189,Жизнь/Инфекции и вирусы/Механизм действия антител.docx,18.318030951242832
190,Жизнь/Инфекции и вирусы/ВИЧ-инфекция_VG.docx,13.841030163188867
191,Жизнь/Инфекции и вирусы/Возникновение многообразия антител.docx,13.118337662337662
192,Жизнь/Инфекции и вирусы/Близкие родственники вирусов.docx,15.227008546168964
193,Жизнь/Инфекции и вирусы/Вирусы.docx,8.846843991441816
194,"Жизнь/Инфекции и вирусы/Антибиотики, quorum sensing.docx",17.023727726574506
195,Жизнь/Инфекции и вирусы/Стратегии развития вирусов .docx,15.981958498691833
196,Жизнь/Инфекции и вирусы/Виды антител.docx,11.217222892248456
197,Жизнь/иммунность/CRISPR_Cas как механизм иммунности.docx,10.323510501995372
198,Жизнь/иммунность/Гуморальный иммунитет.docx,12.662811802232852
199,Жизнь/иммунность/Иммунность_.docx,13.905468492985001
200,Жизнь/иммунность/Адаптивный иммунный ответ.docx,15.970761303009574
201,Жизнь/иммунность/Клеточный иммунитет.docx,15.544247474747472
202,Жизнь/иммунность/Иммунность растений.docx,14.140535065205329
203,Жизнь/Жизнь/Получение гибридов и моноклональных антител.docx,16.053821504819826
204,Жизнь/Жизнь/Рентгеноструктурный анализ.docx,8.321515384615388
205,Жизнь/Жизнь/Энергия для жизни.docx,15.776811066126854
206,Жизнь/Жизнь/Лиганд.docx,9.056739558106363
207,Жизнь/Жизнь/Антитоксины.docx,17.339000000000006
208,Жизнь/Жизнь/Аминокислотная последовательность и ее изменен.docx,16.637688790560468
209,Жизнь/Жизнь/Биоинформатика и биология больших данных.docx,19.399989999999995
210,Жизнь/Жизнь/Клонирование животных.docx,8.980504842615012
211,Жизнь/Жизнь/Бактериофаги.docx,19.74551304256364
212,Жизнь/Жизнь/Криоэлектронная микроскопия.docx,6.153411433172303
213,Жизнь/Жизнь/Фотосинтез.docx,13.702589410064375
214,Жизнь/Жизнь/Секвенирование.docx,13.900267026934294
215,Жизнь/Жизнь/Модель ключ-замок.docx,9.937384615384618
216,Жизнь/Жизнь/Практические применения и _Омики_.docx,8.913878625290018
217,Жизнь/Днк/Сравнение последовательностей ДНК и белков.docx,9.878736105930619
218,Жизнь/Днк/Эндонуклеазы рестрикции.docx,13.46593689991272
219,Жизнь/Днк/ПЦР.docx,11.564292631281765
220,Жизнь/Днк/ДНК.docx,14.563585607940444
221,Жизнь/Днк/Конструирование рекомбинантых молекул ДНК.docx,14.307312852381392
222,Жизнь/Днк/Получение организмов с заданными свойствами.docx,14.388961038961035
223,Жизнь/Гены/Генетический код.docx,9.564799227799226
224,Жизнь/Гены/Генетическая инженерия.docx,15.720694199411929
225,Жизнь/Гены/Генная терапия и коррекция на основе вирусов.docx,15.628800242130744
226,Жизнь/Гены/Антиген.docx,12.389426470588234
227,Жизнь/Гены/Филогенетические деревья.docx,15.609852014148158
228,Жизнь/Гены/Трансгенные растения.docx,7.674296290515585
229,Жизнь/Гены/Онкогены.docx,15.995130952380956
230,Жизнь/Гены/Медицинская генетика.docx,8.867117893217888
231,Жизнь/Гены/Трансгенные животные.docx,11.160553048954313
232,Жизнь/Гены/Генотерапия.docx,5.759653708187614
233,Жизнь/Гены/Регуляция генов.docx,12.797968915496204
234,Жизнь/Гены/Геном.docx,12.661005689607894
235,Жизнь/Возникновение сообществ/Возникновение сообществ.docx,9.245909162813334
236,Жизнь/Возникновение сообществ/Возникновение сообществ(1).docx,9.245909162813334
237,Жизнь/Белки/Структурные белки.docx,14.648326086956525
238,Жизнь/Белки/Методы изучения белков.docx,7.679498702371127
239,"Жизнь/Белки/Белки_ строение, функции.docx",13.733535666666675
240,Жизнь/Белки/Белки.docx,15.521019992012071
241,Жизнь/Антогонизм/Антагонистические взаимоотношения эукариотичес.docx,18.943050727622186
242,Жизнь/Антогонизм/Антагонистические взаимоотношения прокариотиче(1).docx,14.010568705035972
243,Жизнь/Антогонизм/Антагонистические взаимоотношения прокариотиче.docx,15.633678571428574
244,Жизнь/Антогонизм/Антагонистические взаимоотношения клеток и вир.docx,13.590211469921158
245,Жизнь/Антогонизм/Антагонизм.docx,13.20301917653694
246,Движение/Устойчивость/Устойчивость.docx,13.812028138272774
247,Движение/Транспорт/Современный общественный транспорт.docx,14.57344503891051
248,Движение/Транспорт/Наземный и воздушный транспорт.docx,11.878282113413546
249,Движение/Транспорт/Космический транспорт.docx,10.691336900464158
250,Движение/Транспорт/Водный транспорт.docx,10.235595016792944
251,Движение/Транспорт/Биомеханика.docx,16.287518567564526
252,Движение/Скорость/Скорость света.docx,13.140400361311832
253,Движение/Скорость/Скорость.docx,9.731513828470376
254,"Движение/Поступательное, вращательное, колебательное движен/Сложное движение твердого тела.docx",11.265880085908599
255,"Движение/Поступательное, вращательное, колебательное движен/Вращательное движение.docx",9.356633091008053
256,"Движение/Поступательное, вращательное, колебательное движен/Поступательное движение.docx",7.826667245295957
257,"Движение/Поступательное, вращательное, колебательное движен/Поступательное, вращательное и колебательное движе.docx",8.479121818631086
258,"Движение/Поступательное, вращательное, колебательное движен/Колебания.docx",13.834530049712859
259,Движение/Движение атомов/Тепловое расширение.docx,12.175877152988852
260,Движение/Движение атомов/Движение атомов и молекул.docx,11.461286114221725
261,Движение/Гидродинамика и аэростатика/Гидродинамика и аэродинамика.docx,10.286054601226994
262,Движение/Гидродинамика и аэростатика/Тектоника.docx,13.565790484140232
263,Движение/Волны/Механические волны.docx,11.69225704850158
264,Движение/Волны/Волновые явления и эффекты.docx,10.098733362438267
265,Движение/Волны/Электромагнитные волны.docx,13.505176130128506
266,Вселенная/Вселенная определения/Солнечная система определения понятия.docx,12.452411978221418
267,Вселенная/Вселенная определения/Планеты и их спутники.docx,9.674821033210335
268,"Вселенная/Вселенная определения/Солнце определения, понятия, как узнали.docx",10.64765019828156
269,Вселенная/Вселенная определения/Солнце и его строение.docx,12.145817666931643
270,Вселенная/Вселенная/Как изучают Солнце.docx,10.593392204827133
271,Вселенная/Вселенная/7 вопросов о жизни Солнца.docx,10.79208727466868
272,Вселенная/Вселенная/Что такое Солнце.docx,10.761068775623656
273,Вселенная/Вселенная/Почему Солнце светит.docx,7.315851684226137
274,IT/IT/Системы хранения и доступа к данным.docx,14.59638983581901
275,IT/IT/Облачные вычисления и центры обработки данных.docx,14.872899220091947
276,IT/IT/Информационные технологии.docx,15.265107393415398
277,IT/IT/Операционные системы.docx,16.660524863880852
278,IT/IT/Вычислители от абака до суперкомпьютера.docx,12.501087467553127
279,IT/IT/Всемирная паутина и социальные сети.docx,12.51260511208909
280,IT/IT/Сети.docx,12.09997404833149
281,IT/IT/Информационная безопасность в информационных т.docx,15.506664297083526
